,gene_id,gene_name,disease,disease_ontology_id,ct_marker_evidence,disease_evidence,disease_ct_evidence,bulk_disease_evidence,genetic_evidence_OT,is_hvg_normal,is_hvg_disease,ti_uid,indication_mesh_id,indication_mesh_term,combined_max_phase,succ_p_1,succ_1_2,succ_2_3,succ_3_a,target_status,MONDO,genetic_evidence_minikel
67558,ENSG00000164171,ITGA2,Crohn disease,MONDO_0005011,0.0,1.0,1.0,0.0,0.0,1.0,1.0,ITGA2-D003424,D003424,Crohn Disease,Phase I,True,False,False,False,unsupported target,,0.0
68103,ENSG00000166888,STAT6,Crohn disease,MONDO_0005011,0.0,0.0,0.0,0.0,0.0,1.0,1.0,STAT6-D003424,D003424,Crohn Disease,Preclinical,False,False,False,False,unsupported target,,0.0
69404,ENSG00000174600,CMKLR1,Crohn disease,MONDO_0005011,0.0,1.0,0.0,1.0,0.0,1.0,1.0,CMKLR1-D003424,D003424,Crohn Disease,Phase I,True,False,False,False,unsupported target,,0.0
69727,ENSG00000177272,KCNA3,Crohn disease,MONDO_0005011,1.0,0.0,0.0,0.0,0.0,1.0,1.0,KCNA3-D003424,D003424,Crohn Disease,Phase I,True,False,False,False,unsupported target,,0.0
70293,ENSG00000182578,CSF1R,Crohn disease,MONDO_0005011,0.0,0.0,0.0,0.0,0.0,1.0,1.0,CSF1R-D003424,D003424,Crohn Disease,Phase III,True,True,True,False,unsupported target,,0.0
71110,ENSG00000188404,SELL,Crohn disease,MONDO_0005011,0.0,0.0,0.0,0.0,0.0,1.0,1.0,SELL-D003424,D003424,Crohn Disease,Phase I,True,False,False,False,unsupported target,,0.0
71536,ENSG00000197405,C5AR1,Crohn disease,MONDO_0005011,0.0,0.0,0.0,0.0,0.0,1.0,1.0,C5AR1-D003424,D003424,Crohn Disease,Preclinical,False,False,False,False,unsupported target,,0.0
71648,ENSG00000197971,MBP,Crohn disease,MONDO_0005011,0.0,0.0,0.0,0.0,0.0,1.0,1.0,MBP-D003424,D003424,Crohn Disease,Phase II,True,True,False,False,unsupported target,,0.0
71837,ENSG00000198805,PNP,Crohn disease,MONDO_0005011,0.0,0.0,0.0,0.0,0.0,1.0,1.0,PNP-D003424,D003424,Crohn Disease,Phase II,True,True,False,False,unsupported target,,0.0
72457,ENSG00000213809,KLRK1,Crohn disease,MONDO_0005011,1.0,0.0,0.0,0.0,0.0,1.0,1.0,KLRK1-D003424,D003424,Crohn Disease,Phase II,True,True,False,False,unsupported target,,0.0
72962,ENSG00000240972,MIF,Crohn disease,MONDO_0005011,0.0,0.0,0.0,0.0,0.0,1.0,1.0,MIF-D003424,D003424,Crohn Disease,Phase II,True,True,False,False,unsupported target,,0.0
73227,ENSG00000254087,LYN,Crohn disease,MONDO_0005011,0.0,0.0,0.0,0.0,0.0,1.0,1.0,LYN-D003424,D003424,Crohn Disease,Phase III,True,True,True,False,unsupported target,,0.0
73552,ENSG00000269858,EGLN2,Crohn disease,MONDO_0005011,0.0,1.0,1.0,0.0,0.0,1.0,1.0,EGLN2-D003424,D003424,Crohn Disease,Preclinical,False,False,False,False,unsupported target,,0.0
73867,ENSG00000066230,SLC9A3,chronic kidney disease,MONDO_0005300,0.0,0.0,0.0,0.0,0.0,1.0,1.0,SLC9A3-D007676,D007676,"Kidney Failure, Chronic",Phase II,True,True,False,False,genetically supported target,MONDO_0005300,1.0
73876,ENSG00000074803,SLC12A1,chronic kidney disease,MONDO_0005300,1.0,0.0,0.0,0.0,0.0,1.0,1.0,SLC12A1-D007676,D007676,"Kidney Failure, Chronic",Launched,True,True,True,True,unsupported target,MONDO_0005300,0.0
73906,ENSG00000102524,TNFSF13B,chronic kidney disease,MONDO_0005300,0.0,1.0,1.0,0.0,0.0,1.0,1.0,TNFSF13B-D007676,D007676,"Kidney Failure, Chronic",Phase III,True,True,True,False,unsupported target,MONDO_0005300,0.0
74003,ENSG00000132170,PPARG,chronic kidney disease,MONDO_0005300,0.0,1.0,1.0,0.0,0.0,1.0,1.0,PPARG-D007676,D007676,"Kidney Failure, Chronic",Preclinical,False,False,False,False,genetically supported target,MONDO_0005300,1.0
74008,ENSG00000134318,ROCK2,chronic kidney disease,MONDO_0005300,0.0,0.0,0.0,0.0,0.0,1.0,1.0,ROCK2-D007676,D007676,"Kidney Failure, Chronic",Preclinical,False,False,False,False,genetically supported target,MONDO_0005300,1.0
74017,ENSG00000136160,EDNRB,chronic kidney disease,MONDO_0005300,1.0,0.0,0.0,0.0,0.0,1.0,1.0,EDNRB-D007676,D007676,"Kidney Failure, Chronic",Preclinical,False,False,False,False,unsupported target,MONDO_0005300,0.0
74018,ENSG00000136244,IL6,chronic kidney disease,MONDO_0005300,1.0,0.0,0.0,0.0,0.0,1.0,1.0,IL6-D007676,D007676,"Kidney Failure, Chronic",Phase III,True,True,True,False,unsupported target,MONDO_0005300,0.0
74028,ENSG00000138735,PDE5A,chronic kidney disease,MONDO_0005300,1.0,0.0,0.0,0.0,0.0,1.0,1.0,PDE5A-D007676,D007676,"Kidney Failure, Chronic",Phase II,True,True,False,False,unsupported target,MONDO_0005300,0.0
74033,ENSG00000140675,SLC5A2,chronic kidney disease,MONDO_0005300,0.0,0.0,0.0,0.0,0.0,1.0,1.0,SLC5A2-D007676,D007676,"Kidney Failure, Chronic",Launched,True,True,True,True,unsupported target,MONDO_0005300,0.0
74045,ENSG00000143839,REN,chronic kidney disease,MONDO_0005300,1.0,0.0,0.0,0.0,0.0,1.0,1.0,REN-D007676,D007676,"Kidney Failure, Chronic",Preclinical,False,False,False,False,unsupported target,MONDO_0005300,0.0
74048,ENSG00000144891,AGTR1,chronic kidney disease,MONDO_0005300,1.0,0.0,0.0,0.0,0.0,1.0,1.0,AGTR1-D007676,D007676,"Kidney Failure, Chronic",Phase II,True,True,False,False,unsupported target,MONDO_0005300,0.0
74055,ENSG00000146648,EGFR,chronic kidney disease,MONDO_0005300,1.0,0.0,0.0,0.0,0.0,1.0,1.0,EGFR-D007676,D007676,"Kidney Failure, Chronic",Phase II,True,True,False,False,genetically supported target,MONDO_0005300,1.0
74067,ENSG00000151617,EDNRA,chronic kidney disease,MONDO_0005300,1.0,0.0,0.0,0.0,0.0,1.0,1.0,EDNRA-D007676,D007676,"Kidney Failure, Chronic",Phase II,True,True,False,False,unsupported target,MONDO_0005300,0.0
74089,ENSG00000160013,PTGIR,chronic kidney disease,MONDO_0005300,1.0,1.0,1.0,0.0,0.0,1.0,1.0,PTGIR-D007676,D007676,"Kidney Failure, Chronic",Phase III,True,True,True,False,unsupported target,MONDO_0005300,0.0
74206,ENSG00000197891,SLC22A12,chronic kidney disease,MONDO_0005300,0.0,0.0,0.0,0.0,0.0,1.0,1.0,SLC22A12-D007676,D007676,"Kidney Failure, Chronic",Preclinical,False,False,False,False,unsupported target,MONDO_0005300,0.0
74236,ENSG00000269858,EGLN2,chronic kidney disease,MONDO_0005300,0.0,0.0,0.0,0.0,0.0,1.0,1.0,EGLN2-D007676,D007676,"Kidney Failure, Chronic",Phase I,True,False,False,False,unsupported target,MONDO_0005300,0.0
74421,ENSG00000010671,BTK,chronic kidney disease,MONDO_0005300,0.0,0.0,0.0,0.0,0.0,1.0,0.0,BTK-D007676,D007676,"Kidney Failure, Chronic",Preclinical,False,False,False,False,unsupported target,MONDO_0005300,0.0
74498,ENSG00000019186,CYP24A1,chronic kidney disease,MONDO_0005300,0.0,1.0,1.0,0.0,0.0,1.0,1.0,CYP24A1-D007676,D007676,"Kidney Failure, Chronic",Preclinical,False,False,False,False,genetically supported target,MONDO_0005300,1.0
74676,ENSG00000048462,TNFRSF17,chronic kidney disease,MONDO_0005300,1.0,0.0,0.0,0.0,0.0,1.0,1.0,TNFRSF17-D007676,D007676,"Kidney Failure, Chronic",Phase II,True,True,False,False,unsupported target,MONDO_0005300,0.0
74847,ENSG00000064651,SLC12A2,chronic kidney disease,MONDO_0005300,0.0,0.0,0.0,0.0,0.0,1.0,0.0,SLC12A2-D007676,D007676,"Kidney Failure, Chronic",Launched,True,True,True,True,unsupported target,MONDO_0005300,0.0
74979,ENSG00000069431,ABCC9,chronic kidney disease,MONDO_0005300,1.0,0.0,0.0,0.0,0.0,1.0,1.0,ABCC9-D007676,D007676,"Kidney Failure, Chronic",Preclinical,False,False,False,False,unsupported target,MONDO_0005300,0.0
75325,ENSG00000082701,GSK3B,chronic kidney disease,MONDO_0005300,0.0,0.0,0.0,0.0,0.0,1.0,1.0,GSK3B-D007676,D007676,"Kidney Failure, Chronic",Phase II,True,True,False,False,unsupported target,MONDO_0005300,0.0
75752,ENSG00000100292,HMOX1,chronic kidney disease,MONDO_0005300,1.0,0.0,0.0,0.0,0.0,1.0,1.0,HMOX1-D007676,D007676,"Kidney Failure, Chronic",Phase I,True,False,False,False,unsupported target,MONDO_0005300,0.0
76343,ENSG00000105855,ITGB8,chronic kidney disease,MONDO_0005300,0.0,1.0,0.0,1.0,0.0,1.0,1.0,ITGB8-D007676,D007676,"Kidney Failure, Chronic",Phase I,True,False,False,False,unsupported target,MONDO_0005300,0.0
76639,ENSG00000109320,NFKB1,chronic kidney disease,MONDO_0005300,0.0,0.0,0.0,0.0,0.0,1.0,1.0,NFKB1-D007676,D007676,"Kidney Failure, Chronic",Phase I,True,False,False,False,genetically supported target,MONDO_0005300,1.0
76640,ENSG00000109321,AREG,chronic kidney disease,MONDO_0005300,0.0,0.0,0.0,0.0,0.0,1.0,1.0,AREG-D007676,D007676,"Kidney Failure, Chronic",Preclinical,False,False,False,False,unsupported target,MONDO_0005300,0.0
76728,ENSG00000110492,MDK,chronic kidney disease,MONDO_0005300,1.0,1.0,1.0,0.0,0.0,1.0,1.0,MDK-D007676,D007676,"Kidney Failure, Chronic",Preclinical,False,False,False,False,unsupported target,MONDO_0005300,0.0
77109,ENSG00000115221,ITGB6,chronic kidney disease,MONDO_0005300,1.0,1.0,1.0,0.0,0.0,1.0,1.0,ITGB6-D007676,D007676,"Kidney Failure, Chronic",Preclinical,False,False,False,False,unsupported target,MONDO_0005300,0.0
77258,ENSG00000116711,PLA2G4A,chronic kidney disease,MONDO_0005300,0.0,0.0,0.0,0.0,0.0,1.0,1.0,PLA2G4A-D007676,D007676,"Kidney Failure, Chronic",Preclinical,False,False,False,False,genetically supported target,MONDO_0005300,1.0
77275,ENSG00000116882,HAO2,chronic kidney disease,MONDO_0005300,1.0,0.0,0.0,0.0,0.0,1.0,1.0,HAO2-D007676,D007676,"Kidney Failure, Chronic",Preclinical,False,False,False,False,unsupported target,MONDO_0005300,0.0
77604,ENSG00000121361,KCNJ8,chronic kidney disease,MONDO_0005300,1.0,0.0,0.0,0.0,0.0,1.0,1.0,KCNJ8-D007676,D007676,"Kidney Failure, Chronic",Preclinical,False,False,False,False,unsupported target,MONDO_0005300,0.0
77642,ENSG00000121989,ACVR2A,chronic kidney disease,MONDO_0005300,0.0,1.0,1.0,0.0,0.0,1.0,1.0,ACVR2A-D007676,D007676,"Kidney Failure, Chronic",Phase II,True,True,False,False,genetically supported target,MONDO_0005300,1.0
78507,ENSG00000133116,KL,chronic kidney disease,MONDO_0005300,1.0,0.0,0.0,0.0,0.0,1.0,1.0,KL-D007676,D007676,"Kidney Failure, Chronic",Preclinical,False,False,False,False,unsupported target,MONDO_0005300,0.0
78576,ENSG00000134013,LOXL2,chronic kidney disease,MONDO_0005300,1.0,0.0,0.0,0.0,0.0,1.0,1.0,LOXL2-D007676,D007676,"Kidney Failure, Chronic",Phase I,True,False,False,False,unsupported target,MONDO_0005300,0.0
78923,ENSG00000136869,TLR4,chronic kidney disease,MONDO_0005300,1.0,0.0,0.0,0.0,0.0,1.0,1.0,TLR4-D007676,D007676,"Kidney Failure, Chronic",Phase I,True,False,False,False,unsupported target,MONDO_0005300,0.0
79015,ENSG00000137672,TRPC6,chronic kidney disease,MONDO_0005300,1.0,1.0,0.0,1.0,0.0,1.0,1.0,TRPC6-D007676,D007676,"Kidney Failure, Chronic",Preclinical,False,False,False,False,unsupported target,MONDO_0005300,0.0
79028,ENSG00000137764,MAP2K5,chronic kidney disease,MONDO_0005300,0.0,0.0,0.0,0.0,0.0,1.0,1.0,MAP2K5-D007676,D007676,"Kidney Failure, Chronic",Preclinical,False,False,False,False,unsupported target,MONDO_0005300,0.0
79119,ENSG00000138448,ITGAV,chronic kidney disease,MONDO_0005300,1.0,0.0,0.0,0.0,0.0,1.0,1.0,ITGAV-D007676,D007676,"Kidney Failure, Chronic",Preclinical,False,False,False,False,unsupported target,MONDO_0005300,0.0
80014,ENSG00000148180,GSN,chronic kidney disease,MONDO_0005300,0.0,0.0,0.0,0.0,0.0,1.0,1.0,GSN-D007676,D007676,"Kidney Failure, Chronic",Preclinical,False,False,False,False,unsupported target,MONDO_0005300,0.0
81180,ENSG00000163235,TGFA,chronic kidney disease,MONDO_0005300,1.0,0.0,0.0,0.0,0.0,1.0,1.0,TGFA-D007676,D007676,"Kidney Failure, Chronic",Phase II,True,True,False,False,unsupported target,MONDO_0005300,0.0
81693,ENSG00000166148,AVPR1A,chronic kidney disease,MONDO_0005300,1.0,0.0,0.0,0.0,0.0,1.0,1.0,AVPR1A-D007676,D007676,"Kidney Failure, Chronic",Phase I,True,False,False,False,unsupported target,MONDO_0005300,0.0
82456,ENSG00000171791,BCL2,chronic kidney disease,MONDO_0005300,0.0,1.0,1.0,0.0,0.0,1.0,1.0,BCL2-D007676,D007676,"Kidney Failure, Chronic",Phase II,True,True,False,False,unsupported target,MONDO_0005300,0.0
84256,ENSG00000196549,MME,chronic kidney disease,MONDO_0005300,1.0,0.0,0.0,0.0,0.0,1.0,1.0,MME-D007676,D007676,"Kidney Failure, Chronic",Phase II,True,True,False,False,unsupported target,MONDO_0005300,0.0
84392,ENSG00000197442,MAP3K5,chronic kidney disease,MONDO_0005300,0.0,1.0,1.0,0.0,0.0,1.0,1.0,MAP3K5-D007676,D007676,"Kidney Failure, Chronic",Preclinical,False,False,False,False,unsupported target,MONDO_0005300,0.0
84504,ENSG00000198121,LPAR1,chronic kidney disease,MONDO_0005300,0.0,1.0,1.0,0.0,0.0,1.0,1.0,LPAR1-D007676,D007676,"Kidney Failure, Chronic",Preclinical,False,False,False,False,unsupported target,MONDO_0005300,0.0
84640,ENSG00000198851,CD3E,chronic kidney disease,MONDO_0005300,0.0,0.0,0.0,1.0,0.0,1.0,1.0,CD3E-D007676,D007676,"Kidney Failure, Chronic",Phase II,True,True,False,False,unsupported target,MONDO_0005300,0.0
84671,ENSG00000198959,TGM2,chronic kidney disease,MONDO_0005300,1.0,1.0,1.0,0.0,0.0,1.0,1.0,TGM2-D007676,D007676,"Kidney Failure, Chronic",Preclinical,False,False,False,False,unsupported target,MONDO_0005300,0.0
85810,ENSG00000059377,TBXAS1,myocardial infarction,MONDO_0005068,1.0,1.0,0.0,1.0,1.0,1.0,1.0,TBXAS1-D009203,D009203,Myocardial Infarction,Phase II,True,True,False,False,unsupported target,MONDO_0005068,0.0
85829,ENSG00000073756,PTGS2,myocardial infarction,MONDO_0005068,0.0,0.0,0.0,0.0,0.0,1.0,1.0,PTGS2-D009203,D009203,Myocardial Infarction,Preclinical,False,False,False,False,unsupported target,MONDO_0005068,0.0
85845,ENSG00000091831,ESR1,myocardial infarction,MONDO_0005068,0.0,1.0,1.0,0.0,1.0,1.0,1.0,ESR1-D009203,D009203,Myocardial Infarction,Preclinical,False,False,False,False,unsupported target,MONDO_0005068,0.0
85847,ENSG00000092009,CMA1,myocardial infarction,MONDO_0005068,1.0,0.0,0.0,0.0,0.0,1.0,1.0,CMA1-D009203,D009203,Myocardial Infarction,Phase II,True,True,False,False,unsupported target,MONDO_0005068,0.0
85849,ENSG00000095303,PTGS1,myocardial infarction,MONDO_0005068,1.0,0.0,0.0,0.0,0.0,1.0,1.0,PTGS1-D009203,D009203,Myocardial Infarction,Preclinical,False,False,False,False,unsupported target,MONDO_0005068,0.0
85876,ENSG00000107562,CXCL12,myocardial infarction,MONDO_0005068,0.0,0.0,0.0,0.0,1.0,1.0,1.0,CXCL12-D009203,D009203,Myocardial Infarction,Preclinical,False,False,False,False,genetically supported target,MONDO_0005068,1.0
85888,ENSG00000111275,ALDH2,myocardial infarction,MONDO_0005068,0.0,1.0,1.0,0.0,1.0,1.0,1.0,ALDH2-D009203,D009203,Myocardial Infarction,Preclinical,False,False,False,False,genetically supported target,MONDO_0005068,1.0
85890,ENSG00000112038,OPRM1,myocardial infarction,MONDO_0005068,0.0,0.0,0.0,0.0,0.0,1.0,1.0,OPRM1-D009203,D009203,Myocardial Infarction,Preclinical,False,False,False,False,unsupported target,MONDO_0005068,0.0
85922,ENSG00000119535,CSF3R,myocardial infarction,MONDO_0005068,1.0,1.0,0.0,1.0,0.0,1.0,1.0,CSF3R-D009203,D009203,Myocardial Infarction,Phase II,True,True,False,False,unsupported target,MONDO_0005068,0.0
85926,ENSG00000120907,ADRA1A,myocardial infarction,MONDO_0005068,0.0,0.0,0.0,0.0,0.0,1.0,1.0,ADRA1A-D009203,D009203,Myocardial Infarction,Phase III,True,True,True,False,unsupported target,MONDO_0005068,0.0
85927,ENSG00000121966,CXCR4,myocardial infarction,MONDO_0005068,1.0,0.0,0.0,0.0,0.0,1.0,1.0,CXCR4-D009203,D009203,Myocardial Infarction,Phase II,True,True,False,False,unsupported target,MONDO_0005068,0.0
86101,ENSG00000164171,ITGA2,myocardial infarction,MONDO_0005068,0.0,0.0,0.0,0.0,1.0,1.0,1.0,ITGA2-D009203,D009203,Myocardial Infarction,Preclinical,False,False,False,False,unsupported target,MONDO_0005068,0.0
86105,ENSG00000164867,NOS3,myocardial infarction,MONDO_0005068,0.0,0.0,0.0,0.0,1.0,1.0,1.0,NOS3-D009203,D009203,Myocardial Infarction,Preclinical,False,False,False,False,genetically supported target,MONDO_0005068,1.0
86147,ENSG00000171105,INSR,myocardial infarction,MONDO_0005068,0.0,1.0,0.0,1.0,0.0,1.0,1.0,INSR-D009203,D009203,Myocardial Infarction,Phase III,True,True,True,False,unsupported target,MONDO_0005068,0.0
86161,ENSG00000174175,SELP,myocardial infarction,MONDO_0005068,1.0,0.0,0.0,0.0,0.0,1.0,1.0,SELP-D009203,D009203,Myocardial Infarction,Phase II,True,True,False,False,unsupported target,MONDO_0005068,0.0
86171,ENSG00000175445,LPL,myocardial infarction,MONDO_0005068,1.0,0.0,0.0,0.0,1.0,1.0,1.0,LPL-D009203,D009203,Myocardial Infarction,Preclinical,False,False,False,False,genetically supported target,MONDO_0005068,1.0
86187,ENSG00000181104,F2R,myocardial infarction,MONDO_0005068,0.0,0.0,0.0,0.0,0.0,1.0,1.0,F2R-D009203,D009203,Myocardial Infarction,Phase II,True,True,False,False,unsupported target,MONDO_0005068,0.0
86197,ENSG00000183873,SCN5A,myocardial infarction,MONDO_0005068,0.0,0.0,0.0,1.0,0.0,1.0,1.0,SCN5A-D009203,D009203,Myocardial Infarction,Preclinical,False,False,False,False,unsupported target,MONDO_0005068,0.0
86208,ENSG00000186951,PPARA,myocardial infarction,MONDO_0005068,0.0,1.0,0.0,1.0,0.0,1.0,1.0,PPARA-D009203,D009203,Myocardial Infarction,Preclinical,False,False,False,False,unsupported target,MONDO_0005068,0.0
86228,ENSG00000197635,DPP4,myocardial infarction,MONDO_0005068,0.0,0.0,0.0,1.0,0.0,1.0,1.0,DPP4-D009203,D009203,Myocardial Infarction,Phase II,True,True,False,False,unsupported target,MONDO_0005068,0.0
86268,ENSG00000259207,ITGB3,myocardial infarction,MONDO_0005068,0.0,1.0,0.0,1.0,1.0,1.0,1.0,ITGB3-D009203,D009203,Myocardial Infarction,Phase III,True,True,True,False,unsupported target,MONDO_0005068,0.0
86376,ENSG00000006210,CX3CL1,myocardial infarction,MONDO_0005068,1.0,0.0,0.0,0.0,0.0,1.0,1.0,CX3CL1-D009203,D009203,Myocardial Infarction,Phase II,True,True,False,False,unsupported target,MONDO_0005068,0.0
86423,ENSG00000007908,SELE,myocardial infarction,MONDO_0005068,1.0,0.0,0.0,0.0,0.0,1.0,1.0,SELE-D009203,D009203,Myocardial Infarction,Preclinical,False,False,False,False,unsupported target,MONDO_0005068,0.0
86595,ENSG00000019582,CD74,myocardial infarction,MONDO_0005068,1.0,0.0,0.0,0.0,0.0,1.0,1.0,CD74-D009203,D009203,Myocardial Infarction,Preclinical,False,False,False,False,unsupported target,MONDO_0005068,0.0
86596,ENSG00000019991,HGF,myocardial infarction,MONDO_0005068,0.0,1.0,1.0,0.0,0.0,1.0,1.0,HGF-D009203,D009203,Myocardial Infarction,Phase II,True,True,False,False,unsupported target,MONDO_0005068,0.0
86990,ENSG00000064012,CASP8,myocardial infarction,MONDO_0005068,0.0,1.0,1.0,0.0,0.0,1.0,1.0,CASP8-D009203,D009203,Myocardial Infarction,Preclinical,False,False,False,False,unsupported target,MONDO_0005068,0.0
86998,ENSG00000064300,NGFR,myocardial infarction,MONDO_0005068,1.0,0.0,0.0,0.0,0.0,1.0,1.0,NGFR-D009203,D009203,Myocardial Infarction,Preclinical,False,False,False,False,unsupported target,MONDO_0005068,0.0
87023,ENSG00000064989,CALCRL,myocardial infarction,MONDO_0005068,0.0,1.0,1.0,0.0,0.0,1.0,1.0,CALCRL-D009203,D009203,Myocardial Infarction,Preclinical,False,False,False,False,unsupported target,MONDO_0005068,0.0
87163,ENSG00000069535,MAOB,myocardial infarction,MONDO_0005068,0.0,0.0,0.0,1.0,0.0,1.0,1.0,MAOB-D009203,D009203,Myocardial Infarction,Preclinical,False,False,False,False,unsupported target,MONDO_0005068,0.0
87698,ENSG00000087245,MMP2,myocardial infarction,MONDO_0005068,0.0,0.0,0.0,0.0,0.0,1.0,1.0,MMP2-D009203,D009203,Myocardial Infarction,Preclinical,False,False,False,False,unsupported target,MONDO_0005068,0.0
87899,ENSG00000092439,TRPM7,myocardial infarction,MONDO_0005068,0.0,1.0,0.0,1.0,0.0,1.0,1.0,TRPM7-D009203,D009203,Myocardial Infarction,Preclinical,False,False,False,False,unsupported target,MONDO_0005068,0.0
88166,ENSG00000100504,PYGL,myocardial infarction,MONDO_0005068,1.0,1.0,1.0,0.0,0.0,1.0,1.0,PYGL-D009203,D009203,Myocardial Infarction,Preclinical,False,False,False,False,unsupported target,MONDO_0005068,0.0
88635,ENSG00000104368,PLAT,myocardial infarction,MONDO_0005068,0.0,0.0,0.0,0.0,0.0,1.0,1.0,PLAT-D009203,D009203,Myocardial Infarction,Launched,True,True,True,True,unsupported target,MONDO_0005068,0.0
88939,ENSG00000106366,SERPINE1,myocardial infarction,MONDO_0005068,0.0,1.0,1.0,0.0,0.0,1.0,1.0,SERPINE1-D009203,D009203,Myocardial Infarction,Preclinical,False,False,False,False,unsupported target,MONDO_0005068,0.0
89165,ENSG00000108691,CCL2,myocardial infarction,MONDO_0005068,0.0,0.0,0.0,0.0,0.0,1.0,1.0,CCL2-D009203,D009203,Myocardial Infarction,Preclinical,False,False,False,False,unsupported target,MONDO_0005068,0.0
89217,ENSG00000109339,MAPK10,myocardial infarction,MONDO_0005068,0.0,1.0,1.0,0.0,0.0,1.0,1.0,MAPK10-D009203,D009203,Myocardial Infarction,Preclinical,False,False,False,False,unsupported target,MONDO_0005068,0.0
89316,ENSG00000110492,MDK,myocardial infarction,MONDO_0005068,0.0,0.0,0.0,0.0,0.0,1.0,1.0,MDK-D009203,D009203,Myocardial Infarction,Preclinical,False,False,False,False,unsupported target,MONDO_0005068,0.0
89564,ENSG00000112715,VEGFA,myocardial infarction,MONDO_0005068,0.0,1.0,1.0,0.0,0.0,1.0,1.0,VEGFA-D009203,D009203,Myocardial Infarction,Preclinical,False,False,False,False,unsupported target,MONDO_0005068,0.0
90069,ENSG00000117560,FASLG,myocardial infarction,MONDO_0005068,1.0,0.0,0.0,0.0,0.0,1.0,1.0,FASLG-D009203,D009203,Myocardial Infarction,Preclinical,False,False,False,False,unsupported target,MONDO_0005068,0.0
90296,ENSG00000120156,TEK,myocardial infarction,MONDO_0005068,1.0,0.0,0.0,0.0,0.0,1.0,1.0,TEK-D009203,D009203,Myocardial Infarction,Preclinical,False,False,False,False,unsupported target,MONDO_0005068,0.0
90441,ENSG00000121807,CCR2,myocardial infarction,MONDO_0005068,0.0,0.0,0.0,0.0,0.0,1.0,1.0,CCR2-D009203,D009203,Myocardial Infarction,Preclinical,False,False,False,False,unsupported target,MONDO_0005068,0.0
90530,ENSG00000122861,PLAU,myocardial infarction,MONDO_0005068,0.0,0.0,0.0,0.0,0.0,1.0,1.0,PLAU-D009203,D009203,Myocardial Infarction,Launched,True,True,True,True,unsupported target,MONDO_0005068,0.0
90578,ENSG00000123384,LRP1,myocardial infarction,MONDO_0005068,0.0,1.0,1.0,0.0,0.0,1.0,1.0,LRP1-D009203,D009203,Myocardial Infarction,Phase II,True,True,False,False,unsupported target,MONDO_0005068,0.0
90713,ENSG00000124731,TREM1,myocardial infarction,MONDO_0005068,1.0,0.0,0.0,0.0,0.0,1.0,1.0,TREM1-D009203,D009203,Myocardial Infarction,Phase I,True,False,False,False,unsupported target,MONDO_0005068,0.0
90779,ENSG00000125538,IL1B,myocardial infarction,MONDO_0005068,0.0,0.0,0.0,0.0,0.0,1.0,1.0,IL1B-D009203,D009203,Myocardial Infarction,Phase II,True,True,False,False,unsupported target,MONDO_0005068,0.0
91186,ENSG00000130234,ACE2,myocardial infarction,MONDO_0005068,1.0,0.0,0.0,0.0,0.0,1.0,1.0,ACE2-D009203,D009203,Myocardial Infarction,Phase I,True,False,False,False,unsupported target,MONDO_0005068,0.0
91430,ENSG00000132329,RAMP1,myocardial infarction,MONDO_0005068,0.0,1.0,0.0,1.0,0.0,1.0,1.0,RAMP1-D009203,D009203,Myocardial Infarction,Preclinical,False,False,False,False,unsupported target,MONDO_0005068,0.0
91527,ENSG00000132965,ALOX5AP,myocardial infarction,MONDO_0005068,1.0,0.0,0.0,0.0,0.0,1.0,1.0,ALOX5AP-D009203,D009203,Myocardial Infarction,Phase III,True,True,True,False,unsupported target,MONDO_0005068,0.0
91805,ENSG00000135218,CD36,myocardial infarction,MONDO_0005068,0.0,1.0,1.0,0.0,0.0,1.0,1.0,CD36-D009203,D009203,Myocardial Infarction,Preclinical,False,False,False,False,unsupported target,MONDO_0005068,0.0
